isbn10,isbn13,title,author,rank,weeks_on_list,amazon_url,listname,description,listpublisheddate
0345528689,9780345528681,THE AVIATOR'S WIFE,Melanie Benjamin,16,6,http://www.amazon.com/The-Aviators-Wife-A-Novel/dp/0345528689?tag=NYTBS-20,trade-fiction-paperback,This novel pulls back the curtain on one of America’s most extraordinary couples: Charles Lindbergh and Anne Morrow Lindbergh. ,2014-01-19
0812982622,9780812982626,THE ORPHAN MASTER’S SON,Adam Johnson,17,27,http://www.amazon.com/The-Orphan-Masters-Son-Pulitzer/dp/0812992792?tag=NYTBS-20,trade-fiction-paperback,"In a series of picaresque adventures, a young North Korean navigates the country’s repressive hierarchy; a 2013 Pulitzer Prize winner.",2014-01-19
0062065254,9780062065254,THE ROUND HOUSE,Louise Erdrich,18,11,http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,trade-fiction-paperback,An American Indian family faces the ramifications of a vicious crime; winner of the 2012 National Book Award for fiction. ,2014-01-19
161638610X,9781616386108,THE HARBINGER,Jonathan Cahn,19,94,http://www.amazon.com/The-Harbinger-Ancient-Mystery-Americas/dp/161638610X?tag=NYTBS-20,trade-fiction-paperback,A man tells of his encounters with a mysterious figure who has given him a series of messages that hold the secret of America’s future.,2014-01-19
0385346859,9780385346856,THE DINNER,Herman Koch,20,9,http://www.amazon.com/The-Dinner-Herman-Koch/dp/0770437850?tag=NYTBS-20,trade-fiction-paperback,Two couples meet in an Amsterdam restaurant to discuss their sons’ criminal activities.,2014-01-19
0316176494,9780316176491,LIFE AFTER LIFE,Kate Atkinson,1,1,http://www.amazon.com/Life-After-A-Novel-ebook/dp/B008TUQ60G?tag=NYTBS-20,trade-fiction-paperback,"Atkinson’s heroine, born in 1910, keeps dying and dying again, as she experiences the alternate courses her destiny might have taken.",2014-01-26
0345803485,9780345803481,FIFTY SHADES OF GREY,E L James,2,96,http://www.amazon.com/Fifty-Shades-Grey-Book-Trilogy/dp/0345803485?tag=NYTBS-20,trade-fiction-paperback,An inexperienced college student falls in love with a tortured man who has particular sexual tastes; the first book in a trilogy.,2014-01-26
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,3,286,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,"In this fable, a Spanish shepherd boy ventures to Egypt in search of treasure and his destiny.",2014-01-26
0307743721,9780307743725,DEAR LIFE,Alice Munro,4,14,http://www.amazon.com/Dear-Life-Stories-Alice-Munro-ebook/dp/B0084TWN9K?tag=NYTBS-20,trade-fiction-paperback,"The latest collection of stories — some ""autobiographical in feeling, though not, sometimes, entirely so in fact"" — by this year's winner of the Nobel Prize in Literature.",2014-01-26
0812984250,9780812984255,TENTH OF DECEMBER,George Saunders,5,1,http://www.amazon.com/Tenth-December-Stories-George-Saunders/dp/0812984250?tag=NYTBS-20,trade-fiction-paperback,Saunders’s relentless humor and generosity of spirit keep his highly moral tales from succumbing to life’s darker aspects.,2014-01-26
0451240596,9780451240590,RETURN TO TRADD STREET,Karen White,6,1,http://www.amazon.com/Return-Tradd-Street-Karen-White/dp/0451240596?tag=NYTBS-20,trade-fiction-paperback,"Struggling to finish renovations before her baby arrives, a psychic realtor faces the possibility that her home is haunted.",2014-01-26
0307341577,9780307341570,DARK PLACES,Gillian Flynn,7,27,http://www.amazon.com/Dark-Places-Novel-Gillian-Flynn/dp/0307341577?tag=NYTBS-20,trade-fiction-paperback,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother. The results are surprising.",2014-01-26
0061950726,9780061950728,ORPHAN TRAIN,Christina Baker Kline,8,21,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,trade-fiction-paperback,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s. ,2014-01-26
0425259854,9780425259856,DARK WITCH,Nora Roberts,9,11,http://www.amazon.com/Dark-Witch-Cousins-ODwyer-Trilogy-ebook/dp/B00BC25992?tag=NYTBS-20,trade-fiction-paperback,"With an optimistic attitude and an innate talent with horses, Iona Sheehan arrives in Ireland, intent on learning more about her family’s history and legacy of magic.",2014-01-26
1455515795,9781455515790,12TH OF NEVER,James Patterson and Maxine Paetro,10,3,http://www.amazon.com/12th-Never-Womens-Murder-Club/dp/1455515795?tag=NYTBS-20,trade-fiction-paperback,"One week after the birth of her baby, Detective Lindsay Boxer must return to work to investigate a string of grisly murders; a Women’s Murder Club novel.",2014-01-26
0316204269,9780316204262,"WHERE'D YOU GO, BERNADETTE",Maria Semple,11,41,http://www.amazon.com/Whered-You-Go-Bernadette-Novel-ebook/dp/B006L8942U?tag=NYTBS-20,trade-fiction-paperback,"A teenage daughter compiles emails, official documents and secret correspondence in an effort to find her eccentric mother.",2014-01-26
1451681755,9781451681758,THE LIGHT BETWEEN OCEANS,M L Stedman,12,41,http://www.amazon.com/The-Light-Between-Oceans-Novel-ebook/dp/B0064CL1T2?tag=NYTBS-20,trade-fiction-paperback,An Australian lighthouse keeper and his wife decide to keep a baby who has washed ashore.,2014-01-26
0143124544,9780143124542,ME BEFORE YOU,Jojo Moyes,13,24,http://www.amazon.com/Me-Before-You-A-Novel/dp/0143124544?tag=NYTBS-20,trade-fiction-paperback,"A young woman who has barely been farther afield than her English village finds herself while caring for a wealthy, embittered quadriplegic.",2014-01-26
0307475506,9780307475503,A WEEK IN WINTER,Maeve Binchy,14,1,http://www.amazon.com/A-Week-Winter-Maeve-Binchy/dp/0307475506?tag=NYTBS-20,trade-fiction-paperback,"Peeking into the lives of people from various walks of life brought together at a newly opened inn on Ireland's west coast; the final book by Binchy, who died in 2012.",2014-01-26
0345803493,9780345803498,FIFTY SHADES DARKER,E L James,15,89,http://www.amazon.com/Fifty-Shades-Darker-E-James/dp/0345803493?tag=NYTBS-20,trade-fiction-paperback,"Daunted by Christian's dark secrets, Anastasia ends their relationship — but desire still dominates her every thought; the second book in a trilogy.",2014-01-26
0142180351,9780142180358,MRS. LINCOLN'S DRESSMAKER,Jennifer Chiaverini,16,2,http://www.amazon.com/Mrs-Lincolns-Dressmaker-A-Novel/dp/0142180351?tag=NYTBS-20,trade-fiction-paperback,"The private lives of Abraham and Mary Todd Lincoln as seen through the eyes of the first lady’s dressmaker and confidante, Elizabeth Keckley.",2014-01-26
0061928178,9780061928178,BEAUTIFUL RUINS,Jess Walter,17,41,http://www.amazon.com/Beautiful-Ruins-Novel-Jess-Walter/dp/0061928178?tag=NYTBS-20,trade-fiction-paperback,"Ruins both emotional and architectural, in Italy, Hollywood and elsewhere, figure in this sweeping novel.",2014-01-26
0345803507,9780345803504,FIFTY SHADES FREED,E L James,18,87,http://www.amazon.com/Fifty-Shades-Freed-Three-Trilogy/dp/0345803507?tag=NYTBS-20,trade-fiction-paperback,"Reunited, Anastasia and Christian face a world of possibilities, and unexpected challenges; the final volume in a trilogy.",2014-01-26
0062065254,9780062065254,THE ROUND HOUSE,Louise Erdrich,19,12,http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,trade-fiction-paperback,An American Indian family faces the ramifications of a vicious crime; winner of the 2012 National Book Award for fiction. ,2014-01-26
161638610X,9781616386108,THE HARBINGER,Jonathan Cahn,20,95,http://www.amazon.com/The-Harbinger-Ancient-Mystery-Americas/dp/161638610X?tag=NYTBS-20,trade-fiction-paperback,A man tells of his encounters with a mysterious figure who has given him a series of messages that hold the secret of America’s future.,2014-01-26
0316176494,9780316176491,LIFE AFTER LIFE,Kate Atkinson,1,2,http://www.amazon.com/Life-After-A-Novel-ebook/dp/B008TUQ60G?tag=NYTBS-20,trade-fiction-paperback,"Atkinson’s heroine, born in 1910, keeps dying and dying again, as she experiences the alternate courses her destiny might have taken.",2014-02-02
0061950726,9780061950728,ORPHAN TRAIN,Christina Baker Kline,2,22,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,trade-fiction-paperback,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s. ,2014-02-02
0345803485,9780345803481,FIFTY SHADES OF GREY,E L James,3,97,http://www.amazon.com/Fifty-Shades-Grey-Book-Trilogy/dp/0345803485?tag=NYTBS-20,trade-fiction-paperback,An inexperienced college student falls in love with a tortured man who has particular sexual tastes; the first book in a trilogy.,2014-02-02
0307475506,9780307475503,A WEEK IN WINTER,Maeve Binchy,4,2,http://www.amazon.com/A-Week-Winter-Maeve-Binchy/dp/0307475506?tag=NYTBS-20,trade-fiction-paperback,"Peeking into the lives of people from various walks of life brought together at a newly opened inn on Ireland's west coast; the final book by Binchy, who died in 2012.",2014-02-02
0307341577,9780307341570,DARK PLACES,Gillian Flynn,5,28,http://www.amazon.com/Dark-Places-Novel-Gillian-Flynn/dp/0307341577?tag=NYTBS-20,trade-fiction-paperback,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother. The results are surprising.",2014-02-02
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,6,287,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,"In this fable, a Spanish shepherd boy ventures to Egypt in search of treasure and his destiny.",2014-02-02
0307743721,9780307743725,DEAR LIFE,Alice Munro,7,15,http://www.amazon.com/Dear-Life-Stories-Alice-Munro-ebook/dp/B0084TWN9K?tag=NYTBS-20,trade-fiction-paperback,"The latest collection of stories — some ""autobiographical in feeling, though not, sometimes, entirely so in fact"" — by this year's winner of the Nobel Prize in Literature.",2014-02-02
0812984250,9780812984255,TENTH OF DECEMBER,George Saunders,8,2,http://www.amazon.com/Tenth-December-Stories-George-Saunders/dp/0812984250?tag=NYTBS-20,trade-fiction-paperback,Saunders’s relentless humor and generosity of spirit keep his highly moral tales from succumbing to life’s darker aspects.,2014-02-02
0143124544,9780143124542,ME BEFORE YOU,Jojo Moyes,9,25,http://www.amazon.com/Me-Before-You-A-Novel/dp/0143124544?tag=NYTBS-20,trade-fiction-paperback,"A young woman who has barely been farther afield than her English village finds herself while caring for a wealthy, embittered quadriplegic.",2014-02-02
1451681755,9781451681758,THE LIGHT BETWEEN OCEANS,M L Stedman,10,42,http://www.amazon.com/The-Light-Between-Oceans-Novel-ebook/dp/B0064CL1T2?tag=NYTBS-20,trade-fiction-paperback,An Australian lighthouse keeper and his wife decide to keep a baby who has washed ashore.,2014-02-02
0425259854,9780425259856,DARK WITCH,Nora Roberts,11,12,http://www.amazon.com/Dark-Witch-Cousins-ODwyer-Trilogy-ebook/dp/B00BC25992?tag=NYTBS-20,trade-fiction-paperback,"With an optimistic attitude and an innate talent with horses, Iona Sheehan arrives in Ireland, intent on learning more about her family’s history and legacy of magic.",2014-02-02
0316204269,9780316204262,"WHERE'D YOU GO, BERNADETTE",Maria Semple,12,42,http://www.amazon.com/Whered-You-Go-Bernadette-Novel-ebook/dp/B006L8942U?tag=NYTBS-20,trade-fiction-paperback,"A teenage daughter compiles emails, official documents and secret correspondence in an effort to find her eccentric mother.",2014-02-02
1455515795,9781455515790,12TH OF NEVER,James Patterson and Maxine Paetro,13,4,http://www.amazon.com/12th-Never-Womens-Murder-Club/dp/1455515795?tag=NYTBS-20,trade-fiction-paperback,"One week after the birth of her baby, Detective Lindsay Boxer must return to work to investigate a string of grisly murders; a Women’s Murder Club novel.",2014-02-02
1439142017,9781439142011,THE FLAMETHROWERS,Rachel Kushner,14,1,http://www.amazon.com/The-Flamethrowers-Rachel-Kushner/dp/1439142017?tag=NYTBS-20,trade-fiction-paperback,An impressionable artist navigates the volatile worlds of New York and Rome in the 1970s.,2014-02-02
0062313630,9780062313638,LABOR DAY,Joyce Maynard,15,1,http://www.amazon.com/Labor-Day-Movie-Tie-Edition/dp/0062313630?tag=NYTBS-20,trade-fiction-paperback,"One holiday weekend in New Hampshire, the lives of a single mother and her son are irrevocably changed when they show kindness to a stranger with a terrible secret; the basis for the movie.",2014-02-02
0061928178,9780061928178,BEAUTIFUL RUINS,Jess Walter,16,42,http://www.amazon.com/Beautiful-Ruins-Novel-Jess-Walter/dp/0061928178?tag=NYTBS-20,trade-fiction-paperback,"Ruins both emotional and architectural, in Italy, Hollywood and elsewhere, figure in this sweeping novel.",2014-02-02
161638610X,9781616386108,THE HARBINGER,Jonathan Cahn,17,96,http://www.amazon.com/The-Harbinger-Ancient-Mystery-Americas/dp/161638610X?tag=NYTBS-20,trade-fiction-paperback,A man tells of his encounters with a mysterious figure who has given him a series of messages that hold the secret of America’s future.,2014-02-02
0143124870,9780143124870,A TALE FOR THE TIME BEING,Ruth Ozeki,18,2,http://www.amazon.com/Tale-Time-Being-Ruth-Ozeki/dp/0670026638?tag=NYTBS-20,trade-fiction-paperback,A diary that washes ashore on an island off the coast of British Columbia links a despairing 16-year-old schoolgirl in Tokyo and a Japanese-American novelist.,2014-02-02
0062065254,9780062065254,THE ROUND HOUSE,Louise Erdrich,19,13,http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,trade-fiction-paperback,An American Indian family faces the ramifications of a vicious crime; winner of the 2012 National Book Award for fiction. ,2014-02-02
0345803507,9780345803504,FIFTY SHADES FREED,E L James,20,88,http://www.amazon.com/Fifty-Shades-Freed-Three-Trilogy/dp/0345803507?tag=NYTBS-20,trade-fiction-paperback,"Reunited, Anastasia and Christian face a world of possibilities, and unexpected challenges; the final volume in a trilogy.",2014-02-02
0316176494,9780316176491,LIFE AFTER LIFE,Kate Atkinson,1,3,http://www.amazon.com/Life-After-A-Novel-ebook/dp/B008TUQ60G?tag=NYTBS-20,trade-fiction-paperback,"Atkinson’s heroine, born in 1910, keeps dying and dying again, as she experiences the alternate courses her destiny might have taken.",2014-02-09
0307475506,9780307475503,A WEEK IN WINTER,Maeve Binchy,2,3,http://www.amazon.com/A-Week-Winter-Maeve-Binchy/dp/0307475506?tag=NYTBS-20,trade-fiction-paperback,"Peeking into the lives of people from various walks of life brought together at a newly opened inn on Ireland's west coast; the final book by Binchy, who died in 2012.",2014-02-09
0544320425,9780544320420,WINTER'S TALE,Mark Helprin,3,1,http://www.amazon.com/Winters-Tale-Mark-Helprin-ebook/dp/B007XA3KUM?tag=NYTBS-20,trade-fiction-paperback,"In 19th-century New York, an Irish burglar begins a love affair with a beautiful concert pianist dying of consumption; the basis for the movie.",2014-02-09
0307341577,9780307341570,DARK PLACES,Gillian Flynn,4,29,http://www.amazon.com/Dark-Places-Novel-Gillian-Flynn/dp/0307341577?tag=NYTBS-20,trade-fiction-paperback,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother. The results are surprising.",2014-02-09
0061950726,9780061950728,ORPHAN TRAIN,Christina Baker Kline,5,23,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,trade-fiction-paperback,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s. ,2014-02-09
0062313630,9780062313638,LABOR DAY,Joyce Maynard,6,2,http://www.amazon.com/Labor-Day-Movie-Tie-Edition/dp/0062313630?tag=NYTBS-20,trade-fiction-paperback,"One holiday weekend in New Hampshire, the lives of a single mother and her son are irrevocably changed when they show kindness to a stranger with a terrible secret; the basis for the movie.",2014-02-09
0345803485,9780345803481,FIFTY SHADES OF GREY,E L James,7,98,http://www.amazon.com/Fifty-Shades-Grey-Book-Trilogy/dp/0345803485?tag=NYTBS-20,trade-fiction-paperback,An inexperienced college student falls in love with a tortured man who has particular sexual tastes; the first book in a trilogy.,2014-02-09
0143124544,9780143124542,ME BEFORE YOU,Jojo Moyes,8,26,http://www.amazon.com/Me-Before-You-A-Novel/dp/0143124544?tag=NYTBS-20,trade-fiction-paperback,"A young woman who has barely been farther afield than her English village finds herself while caring for a wealthy, embittered quadriplegic.",2014-02-09
0765323958,9780765323958,MORTAL DICTATA,Karen Traviss,9,1,http://www.amazon.com/Halo-Mortal-Dictata-Karen-Traviss/dp/0765323958?tag=NYTBS-20,trade-fiction-paperback,"With the Covenant War over, the Office of Naval Intelligence faces old grievances rising again to threaten Earth; a Halo novel.",2014-02-09
1451681755,9781451681758,THE LIGHT BETWEEN OCEANS,M L Stedman,10,43,http://www.amazon.com/The-Light-Between-Oceans-Novel-ebook/dp/B0064CL1T2?tag=NYTBS-20,trade-fiction-paperback,An Australian lighthouse keeper and his wife decide to keep a baby who has washed ashore.,2014-02-09
1455515795,9781455515790,12TH OF NEVER,James Patterson and Maxine Paetro,11,5,http://www.amazon.com/12th-Never-Womens-Murder-Club/dp/1455515795?tag=NYTBS-20,trade-fiction-paperback,"One week after the birth of her baby, Detective Lindsay Boxer must return to work to investigate a string of grisly murders; a Women’s Murder Club novel.",2014-02-09
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,12,288,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,"In this fable, a Spanish shepherd boy ventures to Egypt in search of treasure and his destiny.",2014-02-09
0812984250,9780812984255,TENTH OF DECEMBER,George Saunders,13,3,http://www.amazon.com/Tenth-December-Stories-George-Saunders/dp/0812984250?tag=NYTBS-20,trade-fiction-paperback,Saunders’s relentless humor and generosity of spirit keep his highly moral tales from succumbing to life’s darker aspects.,2014-02-09
0316204269,9780316204262,"WHERE'D YOU GO, BERNADETTE",Maria Semple,14,43,http://www.amazon.com/Whered-You-Go-Bernadette-Novel-ebook/dp/B006L8942U?tag=NYTBS-20,trade-fiction-paperback,"A teenage daughter compiles emails, official documents and secret correspondence in an effort to find her eccentric mother.",2014-02-09
0307743721,9780307743725,DEAR LIFE,Alice Munro,15,16,http://www.amazon.com/Dear-Life-Stories-Alice-Munro-ebook/dp/B0084TWN9K?tag=NYTBS-20,trade-fiction-paperback,"The latest collection of stories — some ""autobiographical in feeling, though not, sometimes, entirely so in fact"" — by this year's winner of the Nobel Prize in Literature.",2014-02-09
0061928178,9780061928178,BEAUTIFUL RUINS,Jess Walter,16,43,http://www.amazon.com/Beautiful-Ruins-Novel-Jess-Walter/dp/0061928178?tag=NYTBS-20,trade-fiction-paperback,"Ruins both emotional and architectural, in Italy, Hollywood and elsewhere, figure in this sweeping novel.",2014-02-09
161638610X,9781616386108,THE HARBINGER,Jonathan Cahn,17,97,http://www.amazon.com/The-Harbinger-Ancient-Mystery-Americas/dp/161638610X?tag=NYTBS-20,trade-fiction-paperback,A man tells of his encounters with a mysterious figure who has given him a series of messages that hold the secret of America’s future.,2014-02-09
0345803493,9780345803498,FIFTY SHADES DARKER,E L James,18,90,http://www.amazon.com/Fifty-Shades-Darker-E-James/dp/0345803493?tag=NYTBS-20,trade-fiction-paperback,"Daunted by Christian's dark secrets, Anastasia ends their relationship — but desire still dominates her every thought; the second book in a trilogy.",2014-02-09
0812982622,9780812982626,THE ORPHAN MASTER’S SON,Adam Johnson,19,28,http://www.amazon.com/The-Orphan-Masters-Son-Pulitzer/dp/0812992792?tag=NYTBS-20,trade-fiction-paperback,"In a series of picaresque adventures, a young North Korean navigates the country’s repressive hierarchy; a 2013 Pulitzer Prize winner.",2014-02-09
0062065254,9780062065254,THE ROUND HOUSE,Louise Erdrich,20,14,http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,trade-fiction-paperback,An American Indian family faces the ramifications of a vicious crime; winner of the 2012 National Book Award for fiction. ,2014-02-09
0544320425,9780544320420,WINTER'S TALE,Mark Helprin,1,2,http://www.amazon.com/Winters-Tale-Mark-Helprin-ebook/dp/B007XA3KUM?tag=NYTBS-20,trade-fiction-paperback,"In 19th-century New York, an Irish burglar begins a love affair with a beautiful concert pianist dying of consumption; the basis for the movie.",2014-02-16
0316176494,9780316176491,LIFE AFTER LIFE,Kate Atkinson,2,4,http://www.amazon.com/Life-After-A-Novel-ebook/dp/B008TUQ60G?tag=NYTBS-20,trade-fiction-paperback,"Atkinson’s heroine, born in 1910, keeps dying and dying again, as she experiences the alternate courses her destiny might have taken.",2014-02-16
0307475506,9780307475503,A WEEK IN WINTER,Maeve Binchy,3,4,http://www.amazon.com/A-Week-Winter-Maeve-Binchy/dp/0307475506?tag=NYTBS-20,trade-fiction-paperback,"Peeking into the lives of people from various walks of life brought together at a newly opened inn on Ireland's west coast; the final book by Binchy, who died in 2012.",2014-02-16
0061950726,9780061950728,ORPHAN TRAIN,Christina Baker Kline,4,24,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,trade-fiction-paperback,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s. ,2014-02-16
0143124544,9780143124542,ME BEFORE YOU,Jojo Moyes,5,27,http://www.amazon.com/Me-Before-You-A-Novel/dp/0143124544?tag=NYTBS-20,trade-fiction-paperback,"A young woman who has barely been farther afield than her English village finds herself while caring for a wealthy, embittered quadriplegic.",2014-02-16
1451681755,9781451681758,THE LIGHT BETWEEN OCEANS,M L Stedman,6,44,http://www.amazon.com/The-Light-Between-Oceans-Novel-ebook/dp/B0064CL1T2?tag=NYTBS-20,trade-fiction-paperback,An Australian lighthouse keeper and his wife decide to keep a baby who has washed ashore.,2014-02-16
0345803485,9780345803481,FIFTY SHADES OF GREY,E L James,7,99,http://www.amazon.com/Fifty-Shades-Grey-Book-Trilogy/dp/0345803485?tag=NYTBS-20,trade-fiction-paperback,An inexperienced college student falls in love with a tortured man who has particular sexual tastes; the first book in a trilogy.,2014-02-16
0062313630,9780062313638,LABOR DAY,Joyce Maynard,8,3,http://www.amazon.com/Labor-Day-Movie-Tie-Edition/dp/0062313630?tag=NYTBS-20,trade-fiction-paperback,"One holiday weekend in New Hampshire, the lives of a single mother and her son are irrevocably changed when they show kindness to a stranger with a terrible secret; the basis for the movie.",2014-02-16
0307341577,9780307341570,DARK PLACES,Gillian Flynn,9,30,http://www.amazon.com/Dark-Places-Novel-Gillian-Flynn/dp/0307341577?tag=NYTBS-20,trade-fiction-paperback,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother. The results are surprising.",2014-02-16
0316204269,9780316204262,"WHERE'D YOU GO, BERNADETTE",Maria Semple,10,44,http://www.amazon.com/Whered-You-Go-Bernadette-Novel-ebook/dp/B006L8942U?tag=NYTBS-20,trade-fiction-paperback,"A teenage daughter compiles emails, official documents and secret correspondence in an effort to find her eccentric mother.",2014-02-16
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,11,289,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,"In this fable, a Spanish shepherd boy ventures to Egypt in search of treasure and his destiny.",2014-02-16
0812984250,9780812984255,TENTH OF DECEMBER,George Saunders,12,4,http://www.amazon.com/Tenth-December-Stories-George-Saunders/dp/0812984250?tag=NYTBS-20,trade-fiction-paperback,Saunders’s relentless humor and generosity of spirit keep his highly moral tales from succumbing to life’s darker aspects.,2014-02-16
0061928178,9780061928178,BEAUTIFUL RUINS,Jess Walter,13,44,http://www.amazon.com/Beautiful-Ruins-Novel-Jess-Walter/dp/0061928178?tag=NYTBS-20,trade-fiction-paperback,"Ruins both emotional and architectural, in Italy, Hollywood and elsewhere, figure in this sweeping novel.",2014-02-16
0307743721,9780307743725,DEAR LIFE,Alice Munro,14,17,http://www.amazon.com/Dear-Life-Stories-Alice-Munro-ebook/dp/B0084TWN9K?tag=NYTBS-20,trade-fiction-paperback,"The latest collection of stories — some ""autobiographical in feeling, though not, sometimes, entirely so in fact"" — by this year's winner of the Nobel Prize in Literature.",2014-02-16
0062120409,9780062120403,THE SON,Philipp Meyer,15,1,http://www.amazon.com/The-Son-Philipp-Meyer/dp/0062120409?tag=NYTBS-20,trade-fiction-paperback,"A multigenerational saga of power, blood, land and oil that follows the rise of one Texas family, from Comanche raids to the present.",2014-02-16
0811221504,9780811221504,THE GUEST CAT,Takashi Hiraide,16,1,http://www.amazon.com/The-Guest-Cat-Takashi-Hiraide/dp/0811221504?tag=NYTBS-20,trade-fiction-paperback,"A stray cat invites itself into the small kitchen of a Tokyo couple, bringing joy back to their lives.",2014-02-16
0812982622,9780812982626,THE ORPHAN MASTER’S SON,Adam Johnson,17,29,http://www.amazon.com/The-Orphan-Masters-Son-Pulitzer/dp/0812992792?tag=NYTBS-20,trade-fiction-paperback,"In a series of picaresque adventures, a young North Korean navigates the country’s repressive hierarchy; a 2013 Pulitzer Prize winner.",2014-02-16
0062065254,9780062065254,THE ROUND HOUSE,Louise Erdrich,18,15,http://www.amazon.com/The-Round-House-Louise-Erdrich-ebook/dp/B007HC3UF6?tag=NYTBS-20,trade-fiction-paperback,An American Indian family faces the ramifications of a vicious crime; winner of the 2012 National Book Award for fiction. ,2014-02-16
0143124870,9780143124870,A TALE FOR THE TIME BEING,Ruth Ozeki,19,3,http://www.amazon.com/Tale-Time-Being-Ruth-Ozeki/dp/0670026638?tag=NYTBS-20,trade-fiction-paperback,A diary that washes ashore on an island off the coast of British Columbia links a despairing 16-year-old schoolgirl in Tokyo and a Japanese-American novelist.,2014-02-16
161638610X,9781616386108,THE HARBINGER,Jonathan Cahn,20,98,http://www.amazon.com/The-Harbinger-Ancient-Mystery-Americas/dp/161638610X?tag=NYTBS-20,trade-fiction-paperback,A man tells of his encounters with a mysterious figure who has given him a series of messages that hold the secret of America’s future.,2014-02-16
0544320425,9780544320420,WINTER'S TALE,Mark Helprin,1,3,http://www.amazon.com/Winters-Tale-Mark-Helprin-ebook/dp/B007XA3KUM?tag=NYTBS-20,trade-fiction-paperback,"In 19th-century New York, an Irish burglar begins a love affair with a beautiful concert pianist dying of consumption; the basis for the movie.",2014-02-23
0061950726,9780061950728,ORPHAN TRAIN,Christina Baker Kline,2,25,http://www.amazon.com/Orphan-Train-Christina-Baker-Kline-ebook/dp/B0089LOG02?tag=NYTBS-20,trade-fiction-paperback,A historical novel about orphans swept off the streets of New York and sent to the Midwest in the 1920s. ,2014-02-23
0316176494,9780316176491,LIFE AFTER LIFE,Kate Atkinson,3,5,http://www.amazon.com/Life-After-A-Novel-ebook/dp/B008TUQ60G?tag=NYTBS-20,trade-fiction-paperback,"Atkinson’s heroine, born in 1910, keeps dying and dying again, as she experiences the alternate courses her destiny might have taken.",2014-02-23
042527294X,9780425272947,LETTING GO,Maya Banks,4,1,http://www.amazon.com/Letting-Go-The-Surrender-Trilogy-ebook/dp/B00ED27A04?tag=NYTBS-20,trade-fiction-paperback,A widow and her late husband's best friend encounter each other in a club devoted to the darker edges of desire.,2014-02-23
0307475506,9780307475503,A WEEK IN WINTER,Maeve Binchy,5,5,http://www.amazon.com/A-Week-Winter-Maeve-Binchy/dp/0307475506?tag=NYTBS-20,trade-fiction-paperback,"Peeking into the lives of people from various walks of life brought together at a newly opened inn on Ireland's west coast; the final book by Binchy, who died in 2012.",2014-02-23
0345803485,9780345803481,FIFTY SHADES OF GREY,E L James,6,100,http://www.amazon.com/Fifty-Shades-Grey-Book-Trilogy/dp/0345803485?tag=NYTBS-20,trade-fiction-paperback,An inexperienced college student falls in love with a tortured man who has particular sexual tastes; the first book in a trilogy.,2014-02-23
0307341577,9780307341570,DARK PLACES,Gillian Flynn,7,31,http://www.amazon.com/Dark-Places-Novel-Gillian-Flynn/dp/0307341577?tag=NYTBS-20,trade-fiction-paperback,"A woman who, as a child, was spared when her mother and sisters were murdered begins to reinvestigate the case against her imprisoned brother. The results are surprising.",2014-02-23
0061122416,9780061122415,THE ALCHEMIST,Paulo Coelho,8,290,http://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005?tag=NYTBS-20,trade-fiction-paperback,"In this fable, a Spanish shepherd boy ventures to Egypt in search of treasure and his destiny.",2014-02-23
